,ID,Título,Descrição,Categoria
151,193853,60 anos do mat professora chang dorea orientou primeira doutora em matemática da unb,a professora emérita chang chu yu dorea do departamento de matemática  narra os desafios de ajudar a montar um novo departamento na universidade de brasília elogia a interdisciplinaridade da instituição e relembra momentos marcantes de sua carreira acadêmica como a orientação da primeira doutora em matemática da unb  ,unbtv
152,193852,60 anos do mat professor djairo figueiredo foi convidado por darcy ribeiro para montar departamento,o professor emérito djairo figueiredo do departamento de matemática matunb relembra o otimismo de darcy ribeiro em tour pelo campus da unb ainda em construção na década de 60 no mat figueiredo também organizou a pósgraduação na área e orientou o primeiro mestre formado pelo programa  ,unbtv
153,193851,departamento de matemática comemora 60 anos,,unbtv
154,193815,projeto látextan,apresentação do projeto látextan coordenado pelo professor floriano pastore do instituto de química iq da unb em evento dia 14 de dezembro de 2023 no auditório lauro morhy assista à íntegra,unbtv
155,193812,unb promove testagem para ist´s e hiv,para garantir a saúde da comunidade acadêmica o núcleo de prevenção às ist´s e hivaids da unb vai promover o dia da testagem com distribuição de preservativos para os estudantes a ação ocorre no mezanino do icc sul a1 135136 das 15h às 18h confira o informe,unbtv
156,193792,1º encontro de gestores de contratações ricardo frança,ricardo frança  infrações e sanções administrativas àluz da lei nº 141332021,unbtv
157,193791,1º encontro de gestores de contratações jacoby fernandes,jacoby fernandes  certezas para o futuro começar hoje,unbtv
158,193790,1º encontro de gestores de contratações joão luiz domingues,joão luiz domingues  contratação de serviços terceirizados com dedicação exclusiva de mão de obra,unbtv
159,193789,1º encontro de gestores de contratações renato fenili,aspectos de governança nas contratações qualidade das normas,unbtv
160,193788,1º encontro de gestores de contratações vanessa ventura,vanessa ventura  plano de contratações anual e o sistemapgc confecção acompanhamento e gestão de riscos,unbtv
161,193787,1º encontro de gestores de contratações diego mendes,diego mendes  fase preparatória  planejamento dalicitação etp tr mr,unbtv
162,193786,exposição valoriza obras do arquiteto lelé filgueiras,para homenagear os trabalhos do arquiteto lelé filgueiras professor emérito da unb e considerado por lúcio costa um dos três mais importantes nomes da arquitetura modernista brasileira o museu nacional da república promoveu uma exposição com estampas jogos e esculturas a partir das obras de lelé a exposição está aberta à visitação de terça a domingo das 9h às 18h30 no anexo do museu confira a reportagem,unbtv
163,193784,inscrições para participar do coral de servidores estão abertas,o coral dos servidores da unb tem uma oportunidade para você as inscrições para participar vão até o dia 26 de janeiro para fazer parte do grupo basta entrar em contato com o maestro renato pedro pelo email maestrorenato64gmailcom no coral são cantadas músicas sacras eruditas samba e internacionais não é necessário vínculo com a unb mais informações httpslinktreecoralservidoresunb,unbtv
164,193759,projeto com inspiração em arquitetura indígena é reconhecido em prêmio internacional,como o mundo vai ser no ano de 4884 essa foi a pergunta feita para os estudantes de arquitetura da universidade de brasília a partir desse exercício de imaginação matheus rudo desenvolveu o projeto “o futuro é guarani” que representa um mundo utópico com base no povo guarani a proposta recebeu a menção honrosa na competição da plataforma architecturi competition um dos maiores sites de concurso de arquitetura do mundo confira,séries especiais
165,193758,1º encontro de gestores de contratações daniel barral,daniel barral  contratações diretas à luz da lei nº 141332021,unbtv
166,193757,1º encontro de gestores de contratações andrea ache,o sistema de registro de preços na nova lei e suas inovações,unbtv
167,193751,unbtv entrevista alienação parental,nesta edição o programa unbtv entrevista recebe a professora da faculdade de direito da unb suzana viegas para tratar da legislação e dos dispositivos voltados para mediar conflitos familiares ,entrevista
168,193711,diálogos vulnerabilidade a cultura do povo cigano,o dia nacional do cigano é comemorado oficialmente no brasil no dia 24 de maio para divulgar um pouco da cultura do povo cigano a estudante e pesquisadora do observatório de vulnerabilidades andressa gomes conversa com a cigana do segmento calon daiane da rocha biam qué é também secretária geral da associação nacional das etnias ciganas anec,entrevista
169,193709,diálogos educação no brasil,programa da unbtv com a participação do professor emérito da unb e coordenador do núcleo do futuro nfuturosceam isaac roitman e do professor doutor marcos formiga cnpq,entrevista
170,193708,diálogos criatividade e ludicidade no ensino,pesquisadora na área de criatividade a enfermeira onã silva conversa com o professor elioenai alves do departamento de enfermagem da unb,entrevista
171,193707,diálogos expressividades indígenas,a cultura indígena manifesta em forma de arte neste episódio do programa diálogos você acompanha a conversa da professora elaine moreira do departamento de estudos latinoamericanos ela da unb com jader esbell artista multimídia,entrevista
172,193679,diálogos vivência indígena em literatura,bruna lucena professora da secretaria de educação do distrito federal conversa com a escritora indígena eliane potiguara eliane fala como a sua história de vida influenciou os livros que escreveu nesse programa diálogos você vai ver uma história de luta e empoderamento de uma mulher indígena eliane foi uma das painelistas do 3º congresso internacional povos indígenas da américa latina cipial que ocorreu no início de julho na unb ,entrevista
173,193678,diálogos letramento digital,programa da unbtv com a participação da professora de linguística da unb stella maris bertoni e da professora da universidade federal de alagoas ufal anamélia de campos,entrevista
174,193677,diálogos a psicologia social das fake news,o que é “fake news” e como elas agem na persuasão política esse é o tema da conversa entre o professor paulo josé cunha da facunb e angélica oliveira mestre em psicologia social pela unb,entrevista
175,193654,diálogos casamento infantil no brasil,especialistas conversam sobre casamento infantil no brasil assista e saiba mais,entrevista
176,193653,diálogos músicas sertanejas e pedagogia do amor,como as letras da música sertaneja interferem na subjetivação da mulher assista e saiba mais,entrevista
177,193652,diálogos melhoramento humano uma abordagem bioética,pesquisadores conversam sobre melhoramento genético humano e a questão da bioética ,entrevista
178,193651,brasil em questão 6 direitos trabalhistas,acompanhe o sexto episódio do brasil em questão programa de entrevistas da unbtv nesta edição você confere o que os professores marcio pochmann do instituto de economia da unicamp e renata dutra da faculdade de direito da unb têm a dizer sobre a situação dos direitos trabalhistas em nosso país as perdas que a reforma de 2017 causou aos trabalhadores e os impactos dela na precarização das relações de trabalho na previdência e na seguridade social do trabalhador brasileiro são alguns dos tópicos abordados ,entrevista
179,193650,brasil em questão 5 autonomia e expansão das universidades,no quinto episódio do programa brasil em questão conversamos sobre a autonomia das universidades federais que embora prevista na constituição de 1988 não foi regulamentada pelo contrário existem legislações contrárias à autonomia como impedimento da utilização dos recursos arrecadados pelas universidades e não nomeação dos reitores escolhidos pela comunidade acadêmica também abordamos a expansão universitária incentivada a partir de 2007 com o reuni mas que agora enfrenta dificuldades de consolidação e manutençãoparticiparam do programa o professor e exreitor da ufrj roberto leher e o professor da unb planaltina marcelo bizerrilo programa brasil em questão discute os dilemas nacionais e os problemas que fragilizam nossa democracia ,entrevista
180,193649,brasil em questão voz,a luta da periferia em ocupar espaços de poder vem de um brasil em questão que precisa superar um sistema preconceituoso e reconstruir uma sociedade que se baseie em inclusão social nesse cenário de ocupação de espaços considerados elitistas a unbtv traz uma nova temporada do brasil em questão que traz um debate sobre democratizar e incluir,entrevista
181,193648,diálogos agroecologia e sistemas alimentares,acompanhe a conversa de especialistas sobre agroecologia,entrevista
182,193647,brasil em questão 4 corte no orçamento das universidades,no quarto episódio do brasil em questão conversamos com a reitora da universidade de brasília márcia abrahão e a reitora da universidade federal de são paulo soraya smaili sobre o corte no orçamento das universidades federaisem 2021 além do corte de mais de 18 no orçamento as universidades estão com a maior parte dos recursos destinados à manutenção contingenciados isto é aguardando futura liberação esse cenário gera instabilidade para os gestores que precisam priorizar as contas que vão pagarno programa as reitoras alertam que o corte afeta mais os estudantes de baixa renda e chamam atenção para o fato de que as universidades têm ficado mais dependentes de emendas parlamentares que embora sejam importantes para investimentos e projetos não garantem contas básicas como água e luzelas criticam ainda a ausência de autonomia para gerir os próprios recursos sem essa garantia não é possível nem mesmo expandir a arrecadação própria uma vez que os recursos não poderão ser usados pelos gestores em 2018 por exemplo a unb teve o bloqueio de r 70 milhões de recursos próprios,entrevista
183,193646,fazendo ciência formando cientistas carollina de oliveira souza,fazendo ciência formando cientistas carollina de oliveira souzamonitoramento acústico passivo de cetáceos,pesquisa e ciência
184,193637,diálogos a linguística e o ensino da língua portuguesa,os pesquisadores eloísa pilati e sírio possenti conversam sobre análise do discurso linguística e o ensino da língua portuguesa acompanhe unbtv 2019,entrevista
185,193636,brasil em questão 3 a questão agrária,a associação entre o surgimento de pandemias e o modelo internacional de produção de alimentos o desmonte da política de reforma agrária desde o impeachment da presidente dilma rousseff e a saída representada pela agricultura familiar de base ecológica no terceiro episódio do programa brasil em questão o dirigente do movimento dos trabalhadores rurais sem terra mst joão pedro stedile e o professor da faculdade unb planaltina fup sérgio sauer abordam esses e outros temas relacionados à questão agrária brasileiraunbtv abril2021,entrevista
186,193635,diálogos o brasil não cabe no quintal de ninguém,roberto goulart menezes professor do irelunb conversa com o economista paulo nogueira batista sobre o tamanho e a importância do brasil diante da economia global nogueira que já trabalhou no fmi e foi vicepresidente do banco dos brics acaba de lançar um livro no qual fala sobre a realidade econômica brasileira versus a percepção deturpada que a sociedade tem do país,entrevista
187,193591,brasil em questão 2 a democracia brasileira desde o impeachment de dilma rousseff,no segundo episódio do programa que discute os dilemas nacionais e estruturais do brasil o tema é o impeachment de dilma rousseff em 2016 e seus impactos na democracia brasileira os convidados são os professores luis felipe miguel do ipolunb e maria orlanda pinassi da fclunesp ,entrevista
188,193590,esboços sônia paiva,a artista sônia paiva conversa sobre sua trajetória artística seu envolvimento com cenografia animação e pintura e dos caminhos que a levaram a ser professora da unbunbtv 2021,arte e cultura
189,193589,diálogos formação humana,a professora aposentada nadja hermann da universidade federal do rio grande do sul e o professor cláudio dalbosco da universidade de passo fundo conversam sobre o papel das disciplinas humanas na formação dos sujeitos que têm perdido espaço nos currículos das universidades unbtv 2019,entrevista
190,193588,diálogos fitoterapia do cerrado,a professora da faculdade de educação da unb e curadora do museu do cerrado rosângela corrêa e o professor e idealizador da alma naturae túlio americano conversam sobre o potencial medicinal das plantas do cerrado que são utilizadas especialmente pelas comunidades tradicionais e povos indígenas o desmatamento e a perda da biodiversidade do bioma coloca em risco a continuidade do conhecimento tradicional e a cura de muitas doenças na atualidade o site do museu do cerrado é httpmuseucerradocombr⁠⁠⁠⁠⁠⁠⁠unbtv 2019,entrevista
191,193587,vozes diplomáticas embaixada do marrocos bloco 3 de 3,nesta edição do programa vozes diplomáticas o professor argemiro procópio do  instituto de relações internacionais da unb conversa com o embaixador de marrocos no brasil nabil adghoghi confira o terceiro blocounbtv 28082017,entrevista
192,193586,vozes diplomáticas embaixada do marrocos bloco 2 de 3,nesta edição do programa vozes diplomáticas o professor argemiro procópio do  instituto de relações internacionais da unb conversa com o embaixador de marrocos no brasil nabil adghoghi confira o segundo blocounbtv 28082017,entrevista
193,193585,vozes diplomáticas embaixada do marrocos bloco 1 de 3,nesta edição do programa vozes diplomáticas o professor argemiro procópio do  instituto de relações internacionais da unb conversa com o embaixador de marrocos no brasil nabil adghoghi confira o primeiro blocounbtv 28082017,entrevista
194,193584,esboços miguel simão,conheça um pouco mais do artista plástico miguel simão,arte e cultura
195,193583,diálogos o autoritarismo e a crise do neoliberalismo,alfredo saad filho é o convidado desta edição do diálogos ele é economista formado pela unb e hoje professor e pesquisador da soas university of london  junto com o professor da unb perci coelho de souza  conversa sobre a crise do neoliberalismo e o autoritarismo decorrente do que saad chama de a nova fase do capitalismo,entrevista
196,193582,governança e gestão pública a importância da ciência e tecnologia para a governança pública,nesta edição do programa a diretora do  instituto brasileiro de informação em ciência e tecnologia ibict cecília leite fala sobre a importância da governança e gestão pública e como a ciência e a tecnologia estão ajudando a aprimorar essas áreas também aborda sobre o uso da tecnologia na coleta e análise de dados para melhorar a tomada de decisões aumentar a eficiência e possibilitar mais transparência e participação cidadã na governança pública ,unbtv
197,193581,unb testa inseticida natural contra aedes aegypti,,unbtv
198,193580,brasil em questão 1 os direitos das mulheres no brasil,este é o primeiro episódio do programa brasil em questão a nova série de entrevistas da unbtv para tratar de temas emergentes problemas históricos e estruturais e como essas questões estão ligadas à fragilização da nossa democraciaeste episódio aborda 34os direitos das mulheres no brasil34 e as entrevistadas são as professoras olgamir amancia e debora diniza professora olgamir amancia é decana de extensão da unb é doutora em educação gestora pública na área de políticas para mulheres e pesquisa gênero e sexualidade associados à educaçãoa também professora da unb debora diniz atualmente está como professora visitante na universidade brown nos estado unidos e pesquisa sobre bioética feminismo direitos humanos e saúdeos direitos das mulheres fazem parte dos direitos humanos e baseiamse no princípio da integridade e da dignidade do sera entrevista foi gravada no dia 10 de março de 2021por causa da pandemia todo o episódio foi feito a partir das casas dos envolvidos na série,entrevista
199,193564,unbtv ciência alternativa aos antibióticos,você consideraria possível tratar uma doença bacteriana sem antibióticos pesquisadores da microbiologia e química da unb estão desenvolvendo uma alternativa que dispensaria ou pelo menos reduziria o uso desse tipo de fármaco que passa por um declínio de eficiência com o surgimento de bactérias resistentes a chave para isso está na interrupção da comunicação entre as bactérias saiba mais na reportagem da unbtv ciência ,pesquisa e ciência
200,193561,manda ver 2 2023,primeira semana de aula acabando e a gente deu uma volta pelos corredores do icc para ouvir as dicas que os veteranos têm para quem está entrando agora confira,unbtv
201,193558,diálogos direitos humanos e interculturalidade,os professores davi sanchez rubio e teresa sierra conversam sobre a questão dos direitos humanos na visão ocidental e sobre a necessidade de levar em conta a visão dos povos indígenas,entrevista
202,193557,esboços milton sobreiro,o artista milton sobreiro relembra sua trajetória no programa esboços da unbtv,arte e cultura
203,193556,esboços lêda watson,a gravadora lêda watson comenta sua trajetória e suas obras no programa esboços,arte e cultura
204,193555,esboços taigo meireles,o artista taigo meireles relembra sua trajetória no programa esboços da unbtv,arte e cultura
205,193554,esboços silvie eidam,a artista silvie eidam comenta sua trajetória e sua obra no programa esboços,arte e cultura
206,193553,diálogos parcerias entre unb e breuk,nesta edição do programa diálogos gravado antes da pandemia o professor antônio miranda da faculdade de tecnologia da unb e coordenador da universidade bim unibim conversa com paul oakley diretor bim no centro de ciência da construção no reino unido a building research establishment brebim building information modeling  é uma tecnologia para design e construção com gerenciamento de informações portanto o principal objeto do bim é a representação digital 3d da obra de construção com informações necessárias e suficientes no projeto para a sua construção e operação diminuindo riscos e responsabilidades de designers e construtorasno programa paul oakley fala de sua trajetória na arquitetura os usos as vantagens e o futuro do bim além de avaliar como a tecnologia tem sido empregada na unb,entrevista
207,193552,governança e gestão pública contabilidade e auditoria no poder legislativo,nesta edição do programa governança e gestão pública a contadora do senado federal vanessa rezende fala sobre a sua trajetória profissional os desafios os desafios enfrentados pelos órgãos de controle interno e externo no poder legislativo e as experiências do senado voltadas à transparência e à gestão estratégica ela destaca a importância da auditoria interna e externa para a verificação da conformidade com as leis e regulamentos e para a identificação de possíveis fraudes e irregularidades ,unbtv
208,193551,unbtv entrevista o cinema brasiliense,confira batepapo com a cineasta dácia ibiapina homenageada pela 56ª edição do festival de brasília do cinema brasileiro na entrevista a professora aposentada da universidade de brasília fala sobre a produção audiovisual do df que tem ganhado cada vez mais relevância principalmente nos circuitos de festivais ,entrevista
209,193550,fala jovem disciplinas de verão valem  a pena,as atividades na unb voltaram com o tradicional curso de verão as aulas ocorrem de 8 de janeiro a 10 de fevereiro para os estudantes essa é uma oportunidade de adiantarem a disciplinas mas e você o que espera desse intensivo de verão vale a pena fazer as aulas durantes as férias fala jovem,jornalismo
210,193521,unb abre edital unificado para contratação de estagiários,a universidade de brasília lançou edital unificado para contratação de estagiários podem se candidatar os estudantes matriculados na unb ou em instituições conveniadas à universidade são oportunidades para de 33 cursos as inscrições vão até 14 de janeiro e o resultado será divulgado dia 24 de janeiro mais informações e inscrições httpestagiounbbr,unbtv
211,193517,explique sua tese arquitetura modernista contribui para aprofundar segregação urbana e racial,uma tese de doutorado defendida no departamento de história da unb traçou um paralelo entre a segregação urbana e racial ocorrida nas cidadessatélites de brasília e as townships criadas ao redor de joanesburgo na áfrica do sul outra semelhança entre as duas cidades é a arquitetura modernista marcada pelo uso do concreto a pesquisa de guilherme oliveira lemos traz um olhar crítico sobre essa estética que segundo ele contribuiria para a manutenção de estruturas coloniais as pesquisas apresentadas no programa estão disponíveis no repositório institucional da unb wwwrepositoriounbbr ,pesquisa e ciência
212,193516,esboços  luda lima,obra e vida de luda lima no programa esboços,arte e cultura
213,193515,universidade do envelhecer abre 300 vagas gratuitas,a universidade do envelhecer uniser programa de extensão da unb oferece 300 vagas para o curso educador político social em gerontologia as oportunidades são distribuídas em três unidades gama candangolândia e águas claras as aulas são presenciais e começam dia 18 de março de segunda a sexta das 14h às 18h o curso é voltado para maiores de 45 anos as inscrições vão até 29 de fevereiro pelo seguinte endereço httpsdocsgooglecomformsde1faipqlsd8buq8dkaxtqcpj1ursnnhovezevj7pbze72jifb9anwtwviewform ,unbtv
214,193513,diálogos maçonaria e pesquisa,a maçonaria é um tema presente e influente na história do brasil mas a sua natureza e o seu funcionamento muitas vezes passam longe da compreensão social por isso os pesquisadores kennyo ismail e cassiano morais explicam melhor nesta edição do programa diálogos  ,entrevista
215,193505,palestra debate o impacto da arquitetura nos estilos de vida de grandes cidades,a substituição de carros por bicicletas alterou o modelo de vida da cidade de copenhague que em 2023 ganhou o título de capital da arquitetura em comemoração ao reconhecimento a fauunb recebeu a palestra do arquiteto dinamarquês adam kurdahl ,séries especiais
216,193487,esboços josafá neves,conheça um pouco mais do artista plástico josafá neves,arte e cultura
217,193486,vozes diplomáticas embaixada do japão bloco 3 de 3,o prof dr argemiro procópio  irelunb entrevista o embaixador do japão no brasil akira yamada que fala sobre as relações entre brasil e japão culinária indústria economia e muito maisa entrevista está imperdívelunbtv 2018,entrevista
218,193485,vozes diplomáticas embaixada do japão bloco 2 de 3,o prof dr argemiro procópio  irelunb entrevista o embaixador do japão no brasil akira yamada que fala sobre as relações entre brasil e japão culinária indústria economia e muito maisa entrevista está imperdívelunbtv 2018,entrevista
219,193484,vozes diplomáticas embaixada do japão bloco 1 de 3,o prof dr argemiro procópio  irelunb entrevista o embaixador do japão no brasil akira yamada que fala sobre as relações entre brasil e japão culinária indústria economia e muito maisa entrevista está imperdívelunbtv 2018,entrevista
220,193483,dex lança quatro editais de extensão para 2024,o decanato de extensão da unb lançou quatro novos editais para o ano de 2024 divididos entre programa institucional de bolsas de extensão rede de polos de extensão casas universitárias de cultura e licenciaturas em ação no total são 800 vagas para os interessados com bolsa no valor de r70000 o aluno pode inscrever sua proposta no sigaa até o dia 25 de fevereiro e o resultado provisório sai no dia 28 de março,unbtv
221,193467,unb abre matrícula extraordinária de verão,a unb abriu matrícula extraordinária para as matérias de verão os alunos interessados podem se inscrever pelo sigaa até o primeiro dia de aula dia 8 de janeiro às aulas vão do dia 8012024 até 10022024,unbtv
222,193466,diálogos fotografias de família e histórias de invisibilidade,nesta edição do diálogos thomas allen fala sobre seu trabalho com fotografias e vídeos de família como forma de resgate histórico da africanidade explica sobre sua relação com a cidade de salvadorba e o candomblé na busca pelas raízes africanas depois da diáspora não perca,entrevista
223,193465,governança e gestão pública a reforma tributária e a governança pública,nesta edição o servidor da receita do distrito federal e presidente da associação  dos auditores tributários do df  aafit rubens roriz aborda a questão da reforma tributária,unbtv
224,193464,esboços eduardo belga,o artista eduardo belga comenta sua trajetória e suas obras no programa esboços,arte e cultura
225,193460,governança e gestão pública controle social e governança pública,nesta edição o especialista em educação fiscal reginaldo pereira de araújo aborda o tema da governança e gestão pública com foco no controle social ele destaca o papel fundamental dos cidadãos para fortalecer a democracia e assegurar a representatividade e legitimidade das decisões governamentais enfatiza que o controle social e a governança pública são essenciais para alcançar uma gestão pública eficiente e garantir o bemestar da sociedade,unbtv
226,193459,esboços camila soato,manifestações mulheres bebendo cerveja animais copulando no meio da rua memes da internet releituras de pinturas consagradas imagens aparentemente sem nenhuma relação mas que juntas compõem um ácido e bemhumorado retrato da contemporaneidade formam a obra da pintora camila soato neste programa esboços ela fala sobre sua trajetória e seus principais trabalhos,arte e cultura
227,193458,vozes diplomáticas otca,⁠⁠⁠⁠⁠⁠⁠nesta edição do vozes diplomáticas o professor argemiro procópio conversa com maría alexandra moreira lópez secretária geral da organização do tratado de cooperação amazônicaunbtv 03092019,entrevista
228,193456,vozes diplomáticas embaixada da finlândia bloco 3 de 3,o prof dr argemiro procópio  irelunb entrevista o embaixador da finlândia no brasil jouko leinonemunbtv 30082019,entrevista
229,193455,vozes diplomáticas embaixada da finlândia bloco 2 de 3,o prof dr argemiro procópio  irelunb entrevista o embaixador da finlândia no brasil jouko leinonemunbtv 30082019,entrevista
230,193454,vozes diplomáticas embaixada da finlândia bloco 1 de 3,o prof dr argemiro procópio  irelunb entrevista o embaixador da finlândia no brasil jouko leinonemunbtv 30082019,entrevista
231,193453,documentário o muro  processo de impeachment da presidente dilma rousseff,no dia 17 de abril de 2016 quando o brasil parou para acompanhar a sessão da câmara dos deputados que aprovou o relatório próimpeachment da presidente dilma rousseff a equipe da unbtv foi à esplanada dos ministérios registrar as manifestações de quem era favorável e contrário ao processo presentes nos dois lados do muro construído na esplanada nossos repórteres ouviram as opiniões dos brasileiros sobre a condução do impeachment a corrupção no país o comportamento da mídia os argumentos dos deputados na votação e as perspectivas para o brasil confira o documentário de curtametragem da unbtv sobre esse momento da história do país,documentais
232,193452,diálogos geografia das crianças dos jovens e das famílias,nesta edição do programa a professora da faculdade de educação da unb feunb maria lídia fernandes conversa com o professor stuart aitken da san diego state university que lançou o livro 34jovens direitos e territórios apagamento política neoliberal e ética pósinfância34 pela editora da unb a obra discute os direitos territoriais e de cidadania das crianças e a forma como os jovens e suas famílias lutam contra a sua reduçãoprograma gravado antes da pandemia,entrevista
233,193451,esboços allan sieber,o cartunista allan sieber fala sobre sua trajetória e seus principais trabalhos no programa esboços ,arte e cultura
234,193414,evento debate humanização do parto e nascimento,a v conferência internacional sobre humanização do parto e nascimento ocorrerá de 24 a 28 de fevereiro na unb e virtualmente o objetivo é compartilhar experiências na área da saúde coletiva direitos reprodutivos e gestão de serviços de saúde as inscrições já estão abertas e podem ser feitas pelo link wwweven3combrvcihpn,unbtv
235,193407,vozes diplomáticas embaixada do vietnã,do ba khoa  embaixador do vietnã no brasilunbtv 13092019,entrevista
236,193401,floresta de gente  episódio 6  o valor da floresta em pé,a floresta em pé dá o alimento gera renda e torna o clima mais agradável para quem vive dentro e fora da amazônia saber disso seria suficiente para afirmar que é importante preservar a floresta mas decidimos neste último episódio falar dos valores econômicos e culturais da amazônia para mostrar que vale mais mantêla de pé ,séries especiais
237,193400,esboços israel kislansky,o programa esboços aborda a vida e a obra do escultor baiano israel kislansky entre as produções mais conhecidas dele estão o troféu do grande prêmio ayrton senna de jornalismo 1998 e  semar 1996 instalada na praça klaus walter zulauf no morumbi em são paulo gravado em brasília no ateliê huet azevedo ,arte e cultura
238,193399,governança e gestão pública a importância da economia da educação para governança pública,nesta edição o prof marilson dantas conversa com o pesquisador e gestor em economia da educação helber ricardo vieira o entrevistado destaca que a educação desempenha um papel fundamental na formação de uma população qualificada e preparada para enfrentar os desafios do mercado de trabalho além disso ressalta que um sistema educacional eficiente e equitativo contribui para a redução da desigualdade social e para a promoção da cidadania enfatiza ainda a necessidade de políticas públicas eficazes e bem planejadas para aprimorar a educação como o aumento de investimentos em infraestrutura educacional formação de professores desenvolvimento de currículos relevantes e incentivo à pesquisa e inovação no setor,unbtv
239,193398,unbtv entrevista pesquisa cataloga móveis da unb desenhados por sérgio rodrigues,o arquiteto carioca sérgio rodrigues ganhou fama mundial no design de móveis ao defender que eles deveriam refletir a cultura local entre as décadas de 60 e 70 rodrigues foi responsável por conceber parte do mobiliário moderno que iria ocupar a universidade de brasília o pesquisador airton costa júnior decidiu catalogar e expor esse acervo confira no unbtv entrevista ,entrevista
240,193397,diálogos história e corrupção,a corrupção faz parte da história desde a formação das primeiras sociedades para entender esse fenômeno e poder superálo pesquisadores de diversas partes do mundo estudam as suas diferentes manifestações nesta edição do diálogos a professora pilar ponce leiva da universidad complutense de madrid fala sobre sua pesquisa em história e corrupção para o professor marcos aurélio de paula pereira do departamento de história da unb,entrevista
241,193393,governança e gestão pública a governança como dimensão central da transformação dos estados,cristiano hecket secretário de gestão do ministério da economia analisa o papel da governança na transformação dos estados,unbtv
242,193392,esboços nelson maravalhas,nelson maravalhas conversa sobre sua trajetória seu trabalho baseado em imagens hipnagógicas associações feitas no momento entre a vigília e o sono e a carreira como professor da unb,arte e cultura
243,193382,esboços clarice gonçalves,a artista clarice gonçalves relembra a sua trajetória no programa esboço,arte e cultura
244,193381,governança e gestão pública inovação e contabilidade na política pública,o programa governança e gestão pública está de volta com nova temporada para este primeiro episódio o senador izalci lucas foi convidado para discutir sobre inovação e contabilidade na construção de política pública de gestão,unbtv
245,193380,unbtv lança documentário sobre a violência contra a mulher,o lançamento do 34todas podem ser vítimas  o enfrentamento da violência contra a mulher34 contou com a exibição do documentário e com uma mesaredonda participaram do debate a deputada erika kokay a professora do departamento de sociologia da unb lourdes bandeira a decana de extensão da unb a professora olgamir amancia a gestora em políticas públicas da secretaria da mulher isabel ribeiro e a coordenadora dos direitos da mulher da diretoria da diversidade da unb silvia badimunbtv 20032019,documentais
246,193378,floresta de gente  episódio 5  a luta de chico mendes,em 1988 o mundo voltou sua atenção para uma pequena cidade no interior do acre xapuri onde vivia o seringueiro e líder ambientalista chico mendes naquele ano ele foi assassinado por enfrentar interesses de fazendeiros e defender os extrativistas que dependiam da floresta em pé para sobreviver neste episódio contemporâneos de chico mendes falam das estratégias do líder que conseguiu influenciar a luta ambiental no mundo,séries especiais
247,193377,diálogos desafios da produção científica no brasil,mais um programa fruto da parceria entre a unbtv e a faculdade de medicina da unb neste episódio alunos de medicina entrevistam marcus lacerda especialista em malária e abordam os desafios da produção científica no brasil,entrevista
248,193366,esboços maria eugênia matricardi,a rua é o ateliê e a tela onde maria eugênia matricardi constrói sua obra por meio de performances  ou ações como ela prefere chamar  a artista interage diretamente com seu público cara a cara despertando compaixão estranhamento ódio e solidariedade seu trabalho expõe desigualdades sociais e questionamentos de gênero sempre explorando as possibilidades e os limites do corpo,arte e cultura
249,193365,diálogos perspectivas pós pandemia para a ciência,neste primeiro programa fruto da parceria entre a unbtv e a faculdade de medicina da unb alunos de medicina entrevistam o médico e pesquisador gustavo romero que liderou estudos com vacina de covid 19 no df,entrevista
250,193364,governança e gestão pública governança de ti para o judiciário,flávio feitosa costa coordenador de governança em ti no cnj aborda a questão da governança de tecnologia da informação no judiciário,unbtv
251,193363,unbtv entrevista projetos de lei ameaçam plano urbanístico de brasília,brasília foi pensada para ser uma cidade sem muros com espaços públicos acessíveis mas uma série de projetos de lei que tramitam na câmara legislativa do df ameaçam essa ideia original um exemplo disso é o plc de muros e guaritas que autoriza o cercamento de condomínios horizontais  o professor da faculdade de arquitetura e urbanismo da unb benny schvarsberg analisou o tema no programa unbtv entrevista ,entrevista
252,193338,esboços  sérgio rizo,,arte e cultura
253,193337,unbtv entrevista abril indígena mira marco temporal e pacote da destruição,abril é o mês de mobilizações dos povos indígenas é neste mês que indígenas de todo o país vêm a brasília para o já tradicional acampamento terra livre com o objetivo de defender direitos garantidos pela constituição federal de 1988nesta edição o evento chama atenção para o marco temporal ação que será julgada ainda neste semestre pelo supremo tribunal federal e que estabelece que povos indígenas só podem reivindicar terras onde já estavam no dia 5 de outubro de 1988para falar sobre o abril indígena recebemos o professor gersem baniwa primeiro indígena a receber o título de doutorado em antropologia no país pela unb em 2011 que agora retorna à universidade como professor do departamento de antropologia na entrevista ele também comenta as expectativas com a docência na unbunbtv 06042022,entrevista
254,193336,floresta de gente  episódio 4  a ameaça em terra indígena,na década de 1980 o povo indígena karoarara precisou lutar para defender seu território em rondônia ameaçado por projetos de construção das usinas hidrelétricas jiparaná e tabajara em 2007 o cacique da aldeia paygap pedro arara descobriu que foi aprovada a reavaliação dos estudos sobre o rio machado com uma nova proposta de usina hidrelétrica este episódio mostra a luta do povo karoarara para proteger o território onde descansam seus antepassados,séries especiais
255,193335,esboços assis aragão,o artista assis aragão conta sobre sua vida e obra no programa esboços,arte e cultura
256,193334,governança e gestão pública governança e a controladoriageral,rodrigo fontenelle controlador geral do estado de minas gerais aborda a relação entre a governança e a controladoria geral,unbtv
